label,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spec_contrast_mean_1,spec_contrast_mean_2,spec_contrast_mean_3,spec_contrast_mean_4,spec_contrast_mean_5,spec_contrast_mean_6,spec_contrast_mean_7,spec_contrast_std_1,spec_contrast_std_2,spec_contrast_std_3,spec_contrast_std_4,spec_contrast_std_5,spec_contrast_std_6,spec_contrast_std_7,tonnetz_mean_1,tonnetz_mean_2,tonnetz_mean_3,tonnetz_mean_4,tonnetz_mean_5,tonnetz_mean_6,tonnetz_std_1,tonnetz_std_2,tonnetz_std_3,tonnetz_std_4,tonnetz_std_5,tonnetz_std_6,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std
blues,-113.619384765625,121.55301666259766,-19.15105628967285,42.345767974853516,-6.3711676597595215,18.613033294677734,-13.692060470581055,15.33937931060791,-12.28361701965332,10.973774909973145,-8.322409629821777,8.806787490844727,-3.665802001953125,50.703182220458984,17.196640014648438,15.348609924316406,12.28150463104248,12.962430953979492,9.442964553833008,8.222212791442871,8.310419082641602,9.063801765441895,7.962441444396973,7.86196756362915,7.161843299865723,6.422743320465088,0.36172690987586975,0.36761870980262756,0.43998005986213684,0.2446344792842865,0.2478017359972,0.3356153964996338,0.3645760118961334,0.43564701080322266,0.2958412766456604,0.3146337866783142,0.40656036138534546,0.38477036356925964,0.3266433775424957,0.28599295020103455,0.3163500428199768,0.21137721836566925,0.2563454508781433,0.28911781311035156,0.2773171663284302,0.34625837206840515,0.25380411744117737,0.28025299310684204,0.3327026963233948,0.29256126284599304,15.987602688701612,15.102477692088824,18.458409057377718,18.363125053822007,18.9187388027038,17.190236092452114,39.66757667158581,4.337260085373168,4.193739002914364,4.620147990851737,3.628890845553065,3.4867951085886966,2.52157734881694,3.0321668651646663,0.02662738985501861,0.018183385309935882,0.004939942452018086,-0.016637014017524286,0.009815085209763777,-0.004276751570515985,0.055248360666694,0.0698528618515019,0.08480264722793548,0.08816283473511083,0.028404946427461178,0.031055855633328126,0.08306639113293343,0.02768996741355138,1784.416545970319,360.1941660724689,2002.6571063943209,292.9664587444628,3806.4186497738488,949.3838319123846
blues,-207.58151245117188,123.99714660644531,8.939114570617676,35.870758056640625,2.9199705123901367,21.518787384033203,-8.555368423461914,23.355937957763672,-10.10103702545166,11.906444549560547,-5.558122634887695,5.375942230224609,-2.23783278465271,88.15198516845703,23.667762756347656,23.931154251098633,16.274375915527344,16.734619140625,12.508814811706543,14.176376342773438,11.931994438171387,12.89310359954834,10.215604782104492,10.25786018371582,9.813216209411621,8.056107521057129,0.459622323513031,0.34987717866897583,0.3209686279296875,0.2115859091281891,0.20090791583061218,0.3310050964355469,0.39764687418937683,0.5606763958930969,0.38437923789024353,0.2554737329483032,0.28495901823043823,0.3342382609844208,0.3774411380290985,0.2969166338443756,0.30838894844055176,0.22881296277046204,0.2090320736169815,0.31096023321151733,0.28246980905532837,0.3667732775211334,0.295320987701416,0.23321540653705597,0.2790573835372925,0.26922664046287537,15.984914561002014,17.0562328248644,19.129323982388623,19.18787122800779,18.324038624421977,17.50447952941415,37.51898531757912,4.19506584131911,4.609618338433343,4.812806759710788,4.284377419888848,3.5080012129674136,3.1317140336285334,5.817206761418137,0.03579151548066145,0.08443790307673629,0.04165277267076731,0.007808376735093313,0.020583708224467603,-0.013941981306374493,0.0515185134653101,0.06850516382621875,0.07578059480420148,0.08622982475985097,0.03213692338838403,0.03641658392092377,0.056044256724071206,0.03805920843998772,1529.8713140945188,613.1978884116917,2038.6121427572907,462.4822959687798,3548.9868730952494,1725.3383493061522
blues,-90.7763442993164,140.4486083984375,-29.10055923461914,31.687339782714844,-13.975973129272461,25.74168586730957,-13.644712448120117,11.623111724853516,-11.775920867919922,9.70046615600586,-13.115348815917969,5.785763740539551,-8.89973258972168,57.61764907836914,22.563512802124023,20.297462463378906,12.00615119934082,12.490620613098145,8.629561424255371,10.328758239746094,10.326069831848145,8.104654312133789,8.236836433410645,7.592525005340576,8.037508964538574,7.776660919189453,0.2726714015007019,0.19586879014968872,0.31525424122810364,0.4081347584724426,0.5470826029777527,0.3217753767967224,0.30478689074516296,0.2885168790817261,0.3342420160770416,0.40191102027893066,0.3843080401420593,0.5881897807121277,0.21136558055877686,0.1809563785791397,0.2716103792190552,0.27133211493492126,0.3501947820186615,0.23583099246025085,0.2418799251317978,0.2514621913433075,0.2473500519990921,0.3332275152206421,0.251577228307724,0.35295039415359497,26.33225553065585,14.191932556756637,17.706643575580642,19.417249535025636,20.344435037793545,18.314964839749916,39.035077300462454,5.500512786201385,3.965928761550222,5.001119005666392,4.188353359876049,3.7845760150956185,2.922924935809187,3.26898443147924,0.12018034384695762,-0.06507974233883863,0.06611100591765277,0.043694902874598505,0.00021443702576510448,-0.01965180410385051,0.09085616984066569,0.0794182418276803,0.10558779606569162,0.10651569885110178,0.04679788102697599,0.042197148411468405,0.07630074799245357,0.031737819011002394,1552.6377863181906,395.6492065008607,1747.382028301664,275.95414242794806,3041.0899442784926,884.8426541198174
blues,-199.46200561523438,150.09474182128906,5.649167060852051,26.87014389038086,1.7554404735565186,14.2368803024292,-4.8288726806640625,9.29784870147705,-0.7531418800354004,8.147393226623535,-3.1952357292175293,6.085353851318359,-2.4761881828308105,74.13482666015625,21.367420196533203,16.032691955566406,12.577670097351074,16.36771583557129,11.264205932617188,12.492485046386719,9.00948715209961,9.61051082611084,8.439374923706055,10.503591537475586,6.941435813903809,7.537466049194336,0.34086182713508606,0.40857693552970886,0.5245686173439026,0.5470744371414185,0.6571127772331238,0.5116710066795349,0.35563039779663086,0.251690149307251,0.24638642370700836,0.3152088522911072,0.3165434002876282,0.3828551769256592,0.24969357252120972,0.23725859820842743,0.32618799805641174,0.30357852578163147,0.34512898325920105,0.3034684360027313,0.2317313551902771,0.1994503140449524,0.2151234894990921,0.2938378155231476,0.28109022974967957,0.3371589779853821,29.797804247563928,14.765636719360783,17.239783565071527,18.63621706926385,18.49075823426367,16.790485158755587,34.27801571154383,5.058715626971135,4.0626430579911466,4.224040399538287,3.315072377828343,3.3282744483136604,2.3018822913310313,4.630241827631059,0.10208560707467236,-0.06186840069525041,0.0869125097279289,0.07465864321067005,-0.005033142954920804,-0.03680584018443778,0.12367282865460559,0.09825495076755429,0.12601559841359064,0.1834338623309652,0.07846525489363208,0.05074616652461888,0.03330894446594427,0.02056877198727728,1070.1100585189854,429.54237913885123,1596.2442041849345,408.2126509040688,2185.0617872303114,1222.3723095329324
blues,-160.29185485839844,126.19576263427734,-35.602500915527344,22.151166915893555,-32.487640380859375,10.86202335357666,-23.357162475585938,0.5005232691764832,-11.804770469665527,1.2038776874542236,-13.085074424743652,-2.8098487854003906,-6.9356207847595215,72.09815979003906,29.218793869018555,18.267778396606445,13.916655540466309,18.34260368347168,11.610199928283691,9.659235000610352,11.169668197631836,11.401259422302246,9.989755630493164,8.961198806762695,9.300108909606934,9.466440200805664,0.19272667169570923,0.317231684923172,0.39155152440071106,0.25590553879737854,0.1928039789199829,0.5305816531181335,0.2539423108100891,0.1392154097557068,0.27655506134033203,0.32433584332466125,0.5552976727485657,0.2730299234390259,0.19531114399433136,0.32192665338516235,0.31177809834480286,0.27461564540863037,0.1791844218969345,0.3623087704181671,0.20737120509147644,0.17713627219200134,0.3034915030002594,0.2336788773536682,0.35592401027679443,0.21847452223300934,17.057412884710494,15.693513459090605,19.12555886683112,20.526383065422213,20.785517461022902,19.713926518666607,37.33880412136976,4.3338301895346225,3.9833318364191737,4.101753179922272,4.327283695634332,4.070889182680325,3.7084595876612574,5.124856741019106,-0.005159410803007266,0.06069472869814881,-0.1584741670491272,-0.010730688721836001,0.017150299735678075,-0.028938311027635413,0.062660976311038,0.07730055557696691,0.10262547533278266,0.10158606351290275,0.03550324065309545,0.0335937316627799,0.1015001421004257,0.044198516021300496,1835.5070084014953,585.947298852198,1748.3674767249408,297.4223616604232,3581.003346162684,1253.8472082559008
blues,-177.88876342773438,118.18952941894531,-17.55072784423828,30.753101348876953,-21.732107162475586,11.898545265197754,-20.732280731201172,3.176168918609619,-8.575770378112793,-0.9401844143867493,-11.773798942565918,-2.4260759353637695,-9.342486381530762,85.46055603027344,56.54740905761719,25.576311111450195,22.045116424560547,20.820207595825195,16.312280654907227,13.032559394836426,11.562215805053711,13.127508163452148,10.00648021697998,8.751916885375977,8.86025333404541,8.951683044433594,0.23830758035182953,0.3001772165298462,0.6168902516365051,0.23552344739437103,0.12392118573188782,0.24363397061824799,0.27951207756996155,0.41132164001464844,0.24399377405643463,0.28561264276504517,0.28419914841651917,0.3658750057220459,0.289266437292099,0.2144196331501007,0.3830536901950836,0.16447709500789642,0.13731829822063446,0.2767183184623718,0.2569076120853424,0.3365107476711273,0.2353200763463974,0.28160491585731506,0.284736305475235,0.3060232400894165,17.47173427154148,19.563742281296186,21.294820438166678,21.350197303286826,20.782888052062248,19.40352798039331,37.94590337195688,4.7971869821367115,5.360576762684041,5.525215620330538,4.8564597016943285,4.096973695290261,3.433211881336033,6.781264396063234,0.11122284661014732,0.08296158498687141,0.028855148833331505,-0.14641711204932664,-0.0074007958133234355,-0.038294633810809164,0.12831582668775318,0.1098844372671387,0.10580650047257509,0.1597672915290553,0.05059319815043031,0.05305309842474698,0.09403986975135449,0.07897575479333778,1831.9900685948742,1015.5272536119522,1729.4562589469804,449.4438876948002,3480.8539517523704,1810.097358189528
blues,-190.17501831054688,130.29241943359375,-36.348472595214844,33.029090881347656,11.085680961608887,-0.5963724851608276,-20.882356643676758,0.2771160304546356,-6.500870704650879,-5.515623092651367,-7.845289707183838,-3.123599052429199,-6.5957159996032715,98.21621704101562,43.98217010498047,36.16135787963867,21.91622543334961,32.917903900146484,16.73988151550293,12.316180229187012,10.14377498626709,11.451950073242188,12.389086723327637,9.358327865600586,8.014026641845703,8.897414207458496,0.42547887563705444,0.22330673038959503,0.1313038021326065,0.1526467651128769,0.2418576180934906,0.4910733699798584,0.2456035315990448,0.16917839646339417,0.28823310136795044,0.4614280164241791,0.35944873094558716,0.3073090612888336,0.36589741706848145,0.24735771119594574,0.187576025724411,0.21862149238586426,0.2168843001127243,0.3853641748428345,0.24426966905593872,0.19363723695278168,0.2962566018104553,0.35306209325790405,0.3330666422843933,0.27067360281944275,24.761686388889366,21.07530470251667,22.20890664723946,21.261253966206972,21.647741736833122,20.145598260935973,32.880478388843535,6.742294172147131,5.802381017647836,5.842328021486336,4.878513716229456,4.354109386342867,3.5912598677005616,7.826707893492796,-0.03947053006096208,0.1016113185685905,-0.12522132200298508,0.08674965175474196,-0.044365458722102666,0.0038579742931659786,0.11258747031140749,0.14676467598283285,0.16665785756694876,0.18401388203146798,0.07054809107276294,0.052184406769507835,0.07302790308146284,0.0436989109483751,1459.0353761872718,661.9048512246571,1388.725515468785,430.2696982143301,2795.67476160386,1273.8488337810736
blues,-179.42007446289062,136.4420928955078,-26.644338607788086,39.979591369628906,5.301814556121826,10.921236991882324,-20.555347442626953,8.507476806640625,-11.35435962677002,-3.4690980911254883,-8.414113998413086,-6.956975936889648,-3.5483484268188477,81.08917236328125,38.47041320800781,24.310026168823242,18.79252815246582,25.50387191772461,11.677462577819824,12.794587135314941,12.30766773223877,13.115826606750488,13.357224464416504,12.151824951171875,9.153006553649902,9.660816192626953,0.25941815972328186,0.26425814628601074,0.32541996240615845,0.21780180931091309,0.2151205837726593,0.29521673917770386,0.1900440901517868,0.1808650642633438,0.26435011625289917,0.39014101028442383,0.6485509872436523,0.4365876019001007,0.25001442432403564,0.29886892437934875,0.3064859211444855,0.26724985241889954,0.25566336512565613,0.2894173264503479,0.21454502642154694,0.23968152701854706,0.28059154748916626,0.26955869793891907,0.3508842885494232,0.2777625620365143,20.215365526323623,20.094576698389947,20.711897948475954,19.629865396658026,20.705410723231054,19.60440192458332,36.12081799513814,4.549315355447794,4.595736689589528,5.0024481673154755,4.574939151900662,4.0482760223539955,3.27097037715534,5.7213456710346735,0.010119977983991044,0.03773004449543407,-0.12942908920243895,-0.012173990830750861,0.030493614683001314,-0.003174086920585413,0.09353181902106734,0.07312687929219333,0.13784608464300918,0.12259182697479035,0.044644896613640184,0.042736866361185025,0.06143500266060371,0.043011742599829005,1451.8494584581754,670.7739279240656,1577.5518583197502,410.192949810902,2955.7654602239745,1276.9357186257082
blues,-121.38711547851562,122.5053939819336,-14.739394187927246,46.135292053222656,-8.160384178161621,20.170509338378906,-19.169321060180664,23.050188064575195,-11.825940132141113,21.173410415649414,-6.720290660858154,7.005018711090088,-12.739909172058105,51.201961517333984,20.364900588989258,18.476787567138672,13.921792984008789,13.293728828430176,10.343644142150879,7.594192028045654,8.770051956176758,6.517716407775879,7.644031047821045,6.997152328491211,7.499757289886475,7.867430686950684,0.31952109932899475,0.3046649992465973,0.3668322265148163,0.42233842611312866,0.524003803730011,0.4506942331790924,0.493522047996521,0.3529854416847229,0.38034284114837646,0.46188274025917053,0.3664821684360504,0.46470749378204346,0.23000091314315796,0.2319386750459671,0.28907912969589233,0.27489444613456726,0.3511744439601898,0.2997080385684967,0.3279174268245697,0.2568669319152832,0.2648663818836212,0.3073139786720276,0.2622556984424591,0.31265097856521606,29.493772582869763,15.129731925950475,17.020851583382814,17.03142049834697,19.69371660973148,17.621792078515444,40.62273896813749,5.139993255814101,4.042383630912123,4.475361945279368,3.433209073751889,3.794156519997003,2.511162652269766,2.618564098698556,0.08569895631050785,-0.007710668739778747,0.0259266845786787,0.07051399450434867,-0.012758716640077663,-0.01904642118891447,0.050934327731873744,0.05447046921587302,0.05765049508646486,0.10863764378072541,0.044842140346734255,0.02398627172017257,0.06402757957623839,0.02705344827055859,1719.2739373344168,404.2148603391187,2031.6873439502422,324.9818521856879,3781.5188003398316,1123.830736936971
blues,-213.20452880859375,115.154541015625,-11.720503807067871,39.032554626464844,-20.357818603515625,13.089925765991211,-9.180814743041992,9.023638725280762,-14.101022720336914,4.283337116241455,-6.044196128845215,3.786367893218994,0.22368738055229187,78.3143081665039,28.262224197387695,25.86415672302246,18.730318069458008,23.0716552734375,16.684894561767578,11.249238014221191,8.243319511413574,10.496001243591309,9.617186546325684,9.212237358093262,10.222245216369629,8.740899085998535,0.24841243028640747,0.27330636978149414,0.4887445867061615,0.2681146264076233,0.1795715093612671,0.2677972614765167,0.2227374166250229,0.4156455397605896,0.2728808522224426,0.18116427958011627,0.2293047308921814,0.24049188196659088,0.2959389090538025,0.2928631901741028,0.39122530817985535,0.24320706725120544,0.21092146635055542,0.32843413949012756,0.21774370968341827,0.3811972737312317,0.2647414803504944,0.21721066534519196,0.3061906695365906,0.2758071720600128,14.330905860745972,17.63960709820347,21.926797282717327,20.2309716071656,18.564728908036567,18.909647349158625,36.50457567144057,4.061189273373044,4.579655253800847,4.858521660828668,4.012663452568003,3.61372315909316,4.1573191147110355,5.2964248994635765,0.07883155978381344,0.09112923240410309,0.01842663505103067,-0.016958319967693588,-0.00682839549764991,-0.05261556895636454,0.12218129704199515,0.12471190387137868,0.16267995273864885,0.13596119168242418,0.05844748041564061,0.048561304902525866,0.0792153184258901,0.03710199195397739,1817.5295464146707,546.1286759179139,1973.6903092151892,337.9483596955139,3944.584480970637,1169.2472363386128
